,UTLA19CD,UTLA19NM,respondent,population,active_cases,percentage
79,E08000025,Birmingham,1137,1133553.0,45648.51662846678,4.0270297576264
80,E08000026,Coventry,362,364246.0,7501.703608734049,
81,E08000027,Dudley,347,317880.0,7612.006459098453,
82,E08000028,Sandwell,126,325089.0,2222.3539089099204,
83,E08000029,Solihull,523,212380.0,2848.9124682400457,
84,E08000030,Walsall,207,281197.0,6762.7895576994515,
85,E08000031,Wolverhampton,164,259759.0,11683.275060068354,
86,E08000032,Bradford,843,533428.0,3722.4372386471473,0.697833116868096
87,E08000033,Calderdale,396,208357.0,3041.6845637821893,
88,E08000034,Kirklees,634,435440.0,9490.317538397083,
89,E08000035,Leeds,1445,783815.0,28439.689256178073,3.6283675683902548
90,E08000036,Wakefield,394,342234.0,3165.8027423792123,
91,E08000037,Gateshead,260,200838.0,2411.6383252380692,
92,E09000001,City of London,49,8610.0,530.7080075477767,
93,E09000002,Barking and Dagenham,82,210737.0,852.5422923359079,
94,E09000003,Barnet,1042,388654.0,19864.298964500536,5.111049664869148
95,E09000004,Bexley,508,244881.0,907.3226703890913,
96,E09000005,Brent,281,328913.0,10788.094863653609,
97,E09000006,Bromley,1411,327901.0,5588.809786248818,1.7044198664379853
98,E09000007,Camden,650,260516.0,7554.006687853398,
99,E09000008,Croydon,827,382662.0,6312.573126199165,1.6496472412204934
100,E09000009,Ealing,690,339832.0,6307.4345831564615,
101,E09000010,Enfield,562,331642.0,2986.1208533642484,
102,E09000011,Greenwich,569,284660.0,3117.6559603942537,
103,E09000012,Hackney,443,278710.0,6645.926025838587,
104,E09000013,Hammersmith and Fulham,371,184553.0,2630.7800980442184,
105,E09000014,Haringey,771,269600.0,10677.20025131604,3.960385849894674
106,E09000015,Harrow,424,248001.0,5663.5763626195885,
107,E09000016,Havering,448,255125.0,2634.7833658526115,
108,E09000017,Hillingdon,450,302771.0,15425.34280536457,
109,E09000018,Hounslow,494,269471.0,2808.8101532019955,
110,E09000019,Islington,535,238213.0,6495.5929702976755,
111,E09000020,Kensington and Chelsea,282,154948.0,0.0,
112,E09000021,Kingston upon Thames,683,173987.0,1544.315797817839,
113,E09000022,Lambeth,764,324575.0,23638.405989290226,7.282879454452816
114,E09000023,Lewisham,680,302166.0,8092.403943996178,
115,E09000024,Merton,558,204875.0,4353.460879752516,
116,E09000025,Newham,151,350961.0,0.0,
117,E09000026,Redbridge,415,301727.0,2953.699422498509,
118,E09000027,Richmond upon Thames,1176,195070.0,9816.42643622699,5.032258387361967
119,E09000028,Southwark,766,315948.0,7647.934673229667,2.4206308231828237
120,E09000029,Sutton,586,202906.0,483.23245063719725,
121,E09000030,Tower Hamlets,300,316864.0,2732.978063496869,
122,E09000031,Waltham Forest,438,275124.0,3502.176194994522,
123,E09000032,Wandsworth,829,325003.0,7329.675124706763,2.2552638359359034
124,E09000033,Westminster,336,253744.0,5293.081236643068,
125,E10000002,Buckinghamshire,2243,534652.0,18705.021044326033,3.498541302440846
126,E10000003,Cambridgeshire,2521,645140.0,16731.684564750864,2.5934966929272503
127,E10000006,Cumbria,1255,493197.0,4694.944628154624,0.9519410353580058
128,E10000007,Derbyshire,1784,788644.0,22856.860562935777,2.89824820361732
129,E10000008,Devon,3021,782808.0,10461.450369269663,1.3364005438459576
130,E10000011,East Sussex,2080,545756.0,8438.067118392402,1.5461244802425265
131,E10000012,Essex,3739,1462952.0,28944.4278042211,1.978494701413382
132,E10000013,Gloucestershire,2233,626996.0,11972.754200669511,1.9095423576337824
133,E10000014,Hampshire,5543,1360471.0,31897.871462173218,2.3446197281804038
134,E10000015,Hertfordshire,4248,1173128.0,23784.48906595696,2.0274419386424123
135,E10000016,Kent,4624,1552763.0,31033.536113694474,1.9986009528623796
136,E10000017,Lancashire,2081,1198862.0,21953.55897551931,1.8311998358042303
137,E10000018,Leicestershire,1610,691742.0,11628.195490959099,1.6810018028338745
138,E10000019,Lincolnshire,1504,748129.0,8307.345219110184,1.1104161473636476
139,E10000020,Norfolk,2506,888775.0,11307.950996482676,1.2723075015029313
140,E10000021,Northamptonshire,1592,741608.0,22248.09337688098,2.9999802290267876
141,E10000023,North Yorkshire,2102,605962.0,18165.712527339456,2.9978303140030986
142,E10000024,Nottinghamshire,1882,815579.0,30274.601856743295,3.7120379333876046
143,E10000025,Oxfordshire,3154,680766.0,17605.732322589236,2.5861650438754635
144,E10000027,Somerset,1870,551952.0,4928.842207867147,0.8929838478467598
145,E10000028,Staffordshire,1606,867253.0,6931.687644880614,0.799269376396578
146,E10000029,Suffolk,2363,749202.0,15733.983125656952,2.100098922007276
147,E10000030,Surrey,5256,1176444.0,29447.611869013388,2.5031035790070235
148,E10000031,Warwickshire,1671,565051.0,14318.545467852698,2.5340270998286347
149,E10000032,West Sussex,3207,847765.0,27733.75209635833,3.2713962119642037
150,E10000034,Worcestershire,1615,585370.0,7973.239293286477,1.3620853978315384
151,W06000001,Isle of Anglesey,163,69076.0,203.0102511669516,
152,W06000002,Gwynedd,268,121417.0,4962.806898607119,
153,W06000003,Conwy,385,115236.0,0.0,
154,W06000004,Denbighshire,244,94456.0,2769.4018191290425,
155,W06000005,Flintshire,418,154332.0,1851.8671598752478,
156,W06000006,Wrexham,254,134977.0,5656.960514094221,
157,W06000008,Ceredigion,251,72040.0,4437.410180214703,
158,W06000009,Pembrokeshire,392,123478.0,1282.325050164905,
159,W06000010,Carmarthenshire,456,185570.0,2976.662357361154,
160,W06000011,Swansea,694,244141.0,4966.08526251156,
161,W06000012,Neath Port Talbot,212,141710.0,56.15505884647985,
162,W06000013,Bridgend,258,143796.0,4396.236614831951,
163,W06000014,Vale of Glamorgan,511,130940.0,6791.021828509038,
164,W06000015,Cardiff,1020,361544.0,5810.4691488436065,1.6071264213605
165,W06000016,Rhondda Cynon Taf,405,238246.0,2876.755728656987,
166,W06000018,Caerphilly,264,179810.0,4529.493266849195,
167,W06000019,Blaenau Gwent,74,69190.0,0.0,
168,W06000020,Torfaen,176,92181.0,1.0231815394945443e-11,
169,W06000021,Monmouthshire,417,92911.0,0.0,
170,W06000022,Newport,243,152146.0,106.62415731352829,
171,W06000023,Powys,433,131960.0,1747.4265942729066,
172,W06000024,Merthyr Tydfil,89,59791.0,435.4899099906178,
173,N09000001,Antrim and Newtownabbey,70,141298.0,4.547473508864641e-13,
174,N09000002,"Armagh City, Banbridge and Craigavon",74,210609.0,0.0,
175,N09000003,Belfast,198,334945.0,2914.987063181747,
176,N09000004,Causeway Coast and Glens,67,142994.0,1653.27913684647,
177,N09000005,Derry City and Strabane,42,149612.0,108.10463183009843,
178,N09000006,Fermanagh and Omagh,27,115899.0,1.2732925824820995e-11,
179,N09000007,Lisburn and Castlereagh,138,147276.0,5179.381903770634,
180,N09000008,Mid and East Antrim,77,137485.0,4753.221288026865,
181,N09000009,Mid Ulster,32,147764.0,0.0,
182,N09000010,"Newry, Mourne and Down",52,179222.0,0.0,
183,N09000011,Ards and North Down,190,159517.0,4168.323426291168,
184,S12000005,Clackmannanshire,74,51067.0,9.947598300641403e-14,
185,S12000006,Dumfries and Galloway,258,147333.0,6257.974204473515,
186,S12000008,East Ayrshire,91,120952.0,0.0,
187,S12000010,East Lothian,288,104960.0,1.6200374375330284e-12,
188,S12000011,East Renfrewshire,210,94204.0,398.3923329183478,
189,S12000013,Na h-Eileanan Siar,20,25770.0,3129.875247858611,
190,S12000014,Falkirk,184,159245.0,1101.8238223878197,
191,S12000015,Fife,588,368877.0,4353.884748846448,
192,S12000017,Highland,488,230386.0,6213.736380900339,
193,S12000018,Inverclyde,70,77450.0,126.23872646913706,
194,S12000019,Midlothian,146,90771.0,117.34324479619902,
195,S12000020,Moray,145,94651.0,2301.916345500211,
196,S12000021,North Ayrshire,146,134153.0,753.3170250227136,
197,S12000023,Orkney Islands,28,19786.0,76.34265566808875,
198,S12000024,Perth and Kinross,354,149565.0,5835.361153594225,
199,S12000026,Scottish Borders,274,114246.0,3370.6855300401508,
200,S12000027,Shetland Islands,19,22045.0,6.821210263296962e-13,
201,S12000028,South Ayrshire,140,111302.0,1264.8070237851223,
202,S12000029,South Lanarkshire,371,316689.0,5362.062959252385,
203,S12000030,Stirling,212,93610.0,639.1381491342934,
204,S12000033,Aberdeen City,342,226003.0,1116.5954298807944,
205,S12000034,Aberdeenshire,490,259515.0,5059.9614772855975,
206,S12000035,Argyll and Bute,235,82750.0,265.66774405376447,
207,S12000036,City of Edinburgh,1667,514447.0,25546.095729764704,4.965739080948028
208,S12000038,Renfrewshire,220,176470.0,738.6186770313965,
209,S12000039,West Dunbartonshire,78,88557.0,228.86969994373078,
210,S12000040,West Lothian,254,181179.0,1590.833654262384,
211,S12000041,Angus,190,114789.0,1064.9337912971237,
212,S12000042,Dundee City,186,147562.0,2.5011104298755527e-12,
213,S12000044,North Lanarkshire,248,338454.0,4774.6099385520365,
214,S12000045,East Dunbartonshire,271,107248.0,202.25574521401683,
215,S12000046,Glasgow City,617,622625.0,21501.06717573676,
