date,region,covid_in_pop,covid_in_pop_lolim,covid_in_pop_uplim,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim
2020-07-15,North West,476.80224907940084,273.0868999556751,830.4504379878006,6.538619969320205,3.7449728076105875,11.388368716468655
2020-07-15,Yorkshire and The Humber,299.47988133337594,151.90754267176823,588.6920424524438,5.465345308627995,2.7722302145637645,10.743310295567186
2020-07-15,East Midlands,95.8808710774103,32.6213402555726,280.94547122430316,1.9957930338424203,0.6790243236746528,5.847975806418642
2020-07-15,West Midlands,212.18830368144003,90.70322015431404,494.70052351134007,3.5959505480642573,1.537145490897423,8.383678967145064
2020-07-15,North East,0.0,0.0,151.7466836819093,0.0,0.0,5.709250530469978
2020-07-15,Scotland,97.35362232807539,16.97048980267505,440.70769788416123,1.790213904269421,0.3120665269611638,8.104074913741218
2020-07-16,East of England,169.00471863159666,81.91400105940191,348.0450637042843,2.725348917673163,1.32093491789514,5.612531089949231
2020-07-16,England,1679.6470398862027,1299.8985905561997,2169.820102526741,3.000592562715832,2.322193860069544,3.876258468275662
2020-07-16,South East,216.323102516853,120.85268492565503,386.80927732975687,2.3684254884216616,1.3231623252066405,4.235002831074813
2020-07-16,London,311.18887917332836,169.13601929870646,571.7520993091251,3.4933323930634264,1.8986807517658006,6.418353170667454
2020-07-16,South West,112.80638509922917,48.20509088536769,263.4693687729777,2.014495062699024,0.8608459308407932,4.70503280553415
2020-07-16,Wales,90.96989878153724,25.785036944227432,384.80038294730434,2.898394197391705,0.8215377004887618,12.260134528312003
2020-07-16,North West,438.1594979973424,244.94103175600398,781.8875224268429,6.008693224254578,3.358994897020704,10.722401955472083
2020-07-16,Yorkshire and The Humber,297.42522781117555,150.86616370590855,584.6408777610255,5.427848996894409,2.753225613586147,10.669378738488481
2020-07-16,East Midlands,98.2502186499382,33.427838709766974,287.8598003266026,2.045111811684821,0.6958118640734702,5.9918999249732385
2020-07-16,West Midlands,128.64457748091667,43.77048093078839,376.7986204129332,2.1801368448305305,0.7417773843387956,6.385597990443145
2020-07-16,North East,0.0,0.0,152.86028146780222,0.0,0.0,5.751148044112956
2020-07-16,Scotland,89.3585391878989,20.52851421718954,466.28203014122823,1.6431941153693184,0.3774942391127331,8.574355567959918
2020-07-16,Northern Ireland,0.0,0.0,585.4398252482698,0.0,0.0,31.113291404369797
2020-07-17,South East,233.56853185262025,133.68303008587478,407.66668267790163,2.5572380281938467,1.463636070956217,4.463361290592745
2020-07-17,England,1875.7813306409969,1472.4032041438109,2389.103195399786,3.3509751610575957,2.630363402999363,4.267995066489036
2020-07-17,London,371.06264398125063,212.4143029656344,647.3077322128571,4.16546104577687,2.3845124776664512,7.2665227472994145
2020-07-17,East of England,196.4367734350914,99.60416028868237,386.68049613537,3.167714796410693,1.6062042091868198,6.2355612326130005
2020-07-17,South West,134.7080626380434,61.769929383261164,293.2006253177828,2.405614955672785,1.1030866529087744,5.235973225836273
2020-07-17,Wales,72.64057990083569,15.507159483162496,727.5195008614984,2.314403314720198,0.4940739922329989,23.179516829518935
2020-07-17,Scotland,81.89500248187998,14.775000067265154,970.3616663945411,1.5059488145102147,0.2716941591229502,17.843762828828837
2020-07-17,North West,393.2667385254318,213.83782499184866,721.5147115025815,5.393057089719396,2.9324615716207774,9.894480384473722
2020-07-17,Yorkshire and The Humber,258.0903173326103,125.1353351008985,530.7330038480084,4.710008227450474,2.2836519554913712,9.685589295014491
2020-07-17,East Midlands,98.58154708877387,33.540707070404835,288.82017194671573,2.0520085261463348,0.6981612574964855,6.01189038780262
2020-07-17,West Midlands,215.4511945731864,92.09965286201434,502.2583618438662,3.6512466887415695,1.560810805495199,8.511761488294912
2020-07-17,North East,79.48233201323345,21.809933076756185,287.55085099259713,2.9904083252373743,0.8205673360809638,10.818686832114912
2020-07-17,Northern Ireland,0.0,0.0,609.5065557026047,0.0,0.0,32.39232157191708
2020-07-18,England,1809.2094568977768,1411.9709609210136,2317.6486086696636,3.2320483481639193,2.522404685925778,4.140345568455887
2020-07-18,South East,236.64937554068285,135.44759638589906,413.03236535403596,2.590968816222287,1.4829555229812814,4.522107765033445
2020-07-18,London,309.681317496375,168.31710139996014,568.9769145397004,3.476408864000844,1.8894877740779428,6.387199606062185
2020-07-18,East of England,125.7685102361751,53.744166479963596,293.7428593714551,2.028127238250044,0.8666716949288252,4.736860546522909
2020-07-18,South West,136.69565894972826,62.681905645505054,297.51389792527993,2.4411094266019417,1.1193727139856628,5.312999595968023
2020-07-18,Wales,72.36899920694691,17.00897538382254,870.6590928317873,2.3057504755081726,0.5419233858272139,27.740090913260826
2020-07-18,Northern Ireland,0.0,0.0,589.8359822389829,0.0,0.0,31.346925857668918
2020-07-18,North West,477.45870565220497,273.45937572166685,831.6262317004353,6.547622275966653,3.7500807480330662,11.4044929446242
2020-07-18,Yorkshire and The Humber,260.8145112449979,126.45751745134282,536.3106335992734,4.759723287949937,2.307781065847561,9.787378011033136
2020-07-18,East Midlands,99.50570869269616,33.8551851640741,291.5242050288674,2.071245265138449,0.7047072262761647,6.068175758679995
