date,imd,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ response_rate
20221009,2,73169,11078,2219,465,4097.787514005539,20057685,892735.2497472777,5802256.632588222,1.7241433341365577,0.19855519593771848,658008.1038652401,0.0036479284623325173
20221009,3,170836,25236,5412,1162,10262.420042200734,25874671,1284143.038863527,7950638.388799132,1.7241433341365577,0.19855519593771848,908825.4703357471,0.006602441437806108
20221010,1,25870,3927,710,144,1323.1291696528097,19898378,650828.2259192556,4246168.619000232,1.7938253706175242,0.19868628529027332,455094.350851092,0.0013001059684362214
20221010,2,73015,11120,2256,456,4173.311384690481,20057685,942487.5044809355,6057277.226294094,1.7938253706175242,0.19868628529027332,662473.304866754,0.003640250607186223
20221010,3,170482,25376,5478,1160,10626.52818630345,25874671,1323256.7877774076,8163239.771386613,1.7938253706175242,0.19868628529027332,900639.2688211973,0.006588760104427995
20221011,1,25832,3947,722,148,1296.8287897761372,19898378,636997.5604217637,3832712.4818634936,1.756542745507721,0.20249337328576486,430956.0209210063,0.0012981962650423064
20221011,2,72795,11156,2280,452,3915.1685656438726,20057685,945255.7949017435,5540810.853001266,1.756542745507721,0.20249337328576486,640886.5586364793,0.003629282242691517
20221011,3,170104,25484,5469,1165,10027.729386126402,25874671,1384682.3073483554,7683956.398627878,1.756542745507721,0.20249337328576486,905730.863864321,0.006574151223024246
20221012,1,25682,3961,733,147,1385.9124662961535,19898378,690573.6094933414,4341375.6994616175,1.515505252634216,0.16229218260086928,457003.4676014689,0.00129065796217159
20221012,2,72368,11047,2258,415,3876.979659344494,20057685,869161.563316245,5456821.409138458,1.515505252634216,0.16229218260086928,585143.5774769736,0.0036079936443313373
20221012,3,169411,25264,5421,1148,10675.815166950259,25874671,1449738.7425082852,8586957.761525467,1.515505252634216,0.16229218260086928,938572.7709060888,0.006547368273784042
20221013,1,25618,3999,752,145,1234.432945263308,19898378,718686.2671128357,4013300.9890373973,1.5423472482974452,0.1824091572289683,468419.57787611475,0.0012874416196134177
20221013,2,72099,10983,2281,420,3546.334164216215,20057685,926987.1984710952,4937418.871100342,1.5423472482974452,0.1824091572289683,587680.9543094351,0.0035945823259264467
20221013,3,169001,25151,5419,1122,9481.752609931673,25874671,1399913.558598437,7342769.695056196,1.5423472482974452,0.1824091572289683,878397.9679110222,0.006531522661679447
20221014,1,25507,3995,749,139,1149.4641868234012,19898378,759619.0506596296,3985614.6208100086,1.6722254307224138,0.20454968071361887,483217.35076710716,0.0012818632754890875
20221014,2,71800,10861,2249,421,3440.851951304144,20057685,940878.3595099415,4759756.351027615,1.6722254307224138,0.20454968071361887,585257.4322322498,0.003579675321454096
20221014,3,168492,25142,5406,1084,8810.473946668215,25874671,1373176.2467365977,6715508.829571341,1.6722254307224138,0.20454968071361887,839731.4494087903,0.006511850913969109
20221015,1,25359,3930,733,128,1146.915804910451,19898378,749812.6823446205,4077205.77225141,1.8826243579179291,0.21376559308358234,454951.80221844977,0.0012744254833233141
20221015,2,71215,10476,2154,399,3472.228952053268,20057685,996104.8770178602,4863242.631822665,1.8826243579179291,0.21376559308358234,564644.2992152021,0.0035505094431386272
20221015,3,166761,24301,5171,977,8572.363977409432,25874671,1345739.7870585006,6739019.6877927035,1.8826243579179291,0.21376559308358234,773184.0454161583,0.006444951512620199
20221016,1,25329,3897,724,127,1102.1043649229528,19898378,777649.0847513438,3889160.419311208,1.9181470271623031,0.22763079861370952,450576.876810551,0.0012729178227491708
20221016,2,70829,10324,2104,381,3163.7867535456685,20057685,943550.2652043143,4387537.204917196,1.9181470271623031,0.22763079861370952,528871.9100206192,0.003531264949070643
20221016,3,166124,23913,5032,954,8010.133909171838,25874671,1379552.629225635,6244033.542653012,1.9181470271623031,0.22763079861370952,745687.3137390066,0.006420332842106476
20221017,1,25264,3856,717,124,991.125852834651,19898378,853730.9193814326,3896331.687718616,1.880141683888411,0.2431569073787905,496070.1120746607,0.001269651224838527
20221017,2,70608,10238,2049,375,2902.531483488226,20057685,938266.7373685959,4060674.3787005055,1.880141683888411,0.2431569073787905,525607.5445127793,0.003520246728373688
20221017,3,165632,23644,4915,926,7212.665644632715,25874671,1306400.7626801254,5582216.613536377,1.880141683888411,0.2431569073787905,718691.2288358768,0.006401318107580962
